OptionSetName,Option,IsUserLocalized,LocalizedLabelLanguageCode,LocalizedLabel,GlobalOptionSetName,EntityName,RecordCreateDats,RecordCreateJobID,RecordUpdateDats,RecordUpdateJobID,IsUserLocalizedLabel
mspp_userpreferredlcid,1046,"",1033,Portuguese - Brazil,powerpagelanguages,contact,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
mspp_userpreferredlcid,2070,"",1033,Portuguese - Portugal,powerpagelanguages,contact,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
mspp_userpreferredlcid,1048,"",1033,Romanian - Romania,powerpagelanguages,contact,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
mspp_userpreferredlcid,1049,"",1033,Russian - Russia,powerpagelanguages,contact,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
mspp_userpreferredlcid,3098,"",1033,Serbian (Cyrillic) - Serbia,powerpagelanguages,contact,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
mspp_userpreferredlcid,2074,"",1033,Serbian (Latin) - Serbia,powerpagelanguages,contact,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
mspp_userpreferredlcid,1051,"",1033,Slovak - Slovakia,powerpagelanguages,contact,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
mspp_userpreferredlcid,1060,"",1033,Slovenian - Slovenia,powerpagelanguages,contact,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
mspp_userpreferredlcid,3082,"",1033,Spanish (Traditional Sort) - Spain,powerpagelanguages,contact,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
mspp_userpreferredlcid,1053,"",1033,Swedish - Sweden,powerpagelanguages,contact,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
mspp_userpreferredlcid,1054,"",1033,Thai - Thailand,powerpagelanguages,contact,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
mspp_userpreferredlcid,1055,"",1033,Turkish - Türkiye,powerpagelanguages,contact,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
mspp_userpreferredlcid,1058,"",1033,Ukrainian - Ukraine,powerpagelanguages,contact,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
mspp_userpreferredlcid,1066,"",1033,Vietnamese - Vietnam,powerpagelanguages,contact,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
zift_user_role,635970000,"",1033,Administrator,zift_user_role,contact,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
zift_user_role,635970001,"",1033,Marketing,zift_user_role,contact,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
zift_user_role,635970002,"",1033,Sales Representative,zift_user_role,contact,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_customerpotype,1,"",1033,RORD - Repeat Order Entry (MSO),dow_customerpotype,dow_accountmanual,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_customerpotype,2,"",1033,# - Manual,dow_customerpotype,dow_accountmanual,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_customerpotype,3,"",1033,EEDI - EDI (via Elemica),dow_customerpotype,dow_accountmanual,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_customerpotype,4,"",1033,EP2X - Print to XML-Elemica,dow_customerpotype,dow_accountmanual,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_customerpotype,5,"",1033,EPDB - eCom PD Block,dow_customerpotype,dow_accountmanual,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_customerpotype,6,"",1033,EVMI - VMI - Elemica,dow_customerpotype,dow_accountmanual,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_customerpotype,7,"",1033,EXML - XML (via Elemica),dow_customerpotype,dow_accountmanual,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_customerpotype,8,"",1033,XML - XML,dow_customerpotype,dow_accountmanual,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_customerpotype,9,"",1033,IP2X - Internal PrintXML-El,dow_customerpotype,dow_accountmanual,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_customerpotype,10,"",1033,WEBE - WEB Orders-External,dow_customerpotype,dow_accountmanual,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_customerpotype,11,"",1033,WEBI - WEB Orders-Internal,dow_customerpotype,dow_accountmanual,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_customerpotype,12,"",1033,ISS - MyA@DOW Sales Order,dow_customerpotype,dow_accountmanual,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_customerpotype,13,"",1033,ISSR - InternalMyA@DowOrder,dow_customerpotype,dow_accountmanual,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_customerpotype,14,"",1033,SCPT - Scripting,dow_customerpotype,dow_accountmanual,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_customerpotype,15,"",1033,IPDB - Internal eComm PDBlk,dow_customerpotype,dow_accountmanual,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_customerpotype,16,"",1033,EMAI - E-Mail,dow_customerpotype,dow_accountmanual,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_customerpotype,17,"",1033,TELE - By telephone,dow_customerpotype,dow_accountmanual,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_customerpotype,18,"",1033,#FAX - FAX (Manual entry),dow_customerpotype,dow_accountmanual,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_customerpotype,19,"",1033,#MAI - MAIL (Manual entry),dow_customerpotype,dow_accountmanual,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_customerpotype,20,"",1033,#TEL - TELEPHONE (Man.Entry,dow_customerpotype,dow_accountmanual,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_customerpotype,21,"",1033,APO - APO,dow_customerpotype,dow_accountmanual,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_customerpotype,22,"",1033,CCPR - Contr Customer Price,dow_customerpotype,dow_accountmanual,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_customerpotype,23,"",1033,CDPR - Contr Distr Pricing,dow_customerpotype,dow_accountmanual,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_customerpotype,24,"",1033,DFUE - By telecommunication,dow_customerpotype,dow_accountmanual,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_customerpotype,25,"",1033,MUEN - Orally,dow_customerpotype,dow_accountmanual,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_customerpotype,26,"",1033,SAGN - Grains - Sagnet,dow_customerpotype,dow_accountmanual,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_customerpotype,27,"",1033,SCHR - Written,dow_customerpotype,dow_accountmanual,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_customerpotype,1,"",1033,RORD - Repeat Order Entry (MSO),dow_customerpotype,dow_accountmanualshipto,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_customerpotype,2,"",1033,# - Manual,dow_customerpotype,dow_accountmanualshipto,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_customerpotype,3,"",1033,EEDI - EDI (via Elemica),dow_customerpotype,dow_accountmanualshipto,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_customerpotype,4,"",1033,EP2X - Print to XML-Elemica,dow_customerpotype,dow_accountmanualshipto,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_customerpotype,5,"",1033,EPDB - eCom PD Block,dow_customerpotype,dow_accountmanualshipto,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_customerpotype,6,"",1033,EVMI - VMI - Elemica,dow_customerpotype,dow_accountmanualshipto,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_customerpotype,7,"",1033,EXML - XML (via Elemica),dow_customerpotype,dow_accountmanualshipto,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_customerpotype,8,"",1033,XML - XML,dow_customerpotype,dow_accountmanualshipto,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_customerpotype,9,"",1033,IP2X - Internal PrintXML-El,dow_customerpotype,dow_accountmanualshipto,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_customerpotype,10,"",1033,WEBE - WEB Orders-External,dow_customerpotype,dow_accountmanualshipto,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_customerpotype,11,"",1033,WEBI - WEB Orders-Internal,dow_customerpotype,dow_accountmanualshipto,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_customerpotype,12,"",1033,ISS - MyA@DOW Sales Order,dow_customerpotype,dow_accountmanualshipto,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_customerpotype,13,"",1033,ISSR - InternalMyA@DowOrder,dow_customerpotype,dow_accountmanualshipto,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_customerpotype,14,"",1033,SCPT - Scripting,dow_customerpotype,dow_accountmanualshipto,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_customerpotype,15,"",1033,IPDB - Internal eComm PDBlk,dow_customerpotype,dow_accountmanualshipto,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_customerpotype,16,"",1033,EMAI - E-Mail,dow_customerpotype,dow_accountmanualshipto,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_customerpotype,17,"",1033,TELE - By telephone,dow_customerpotype,dow_accountmanualshipto,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_customerpotype,18,"",1033,#FAX - FAX (Manual entry),dow_customerpotype,dow_accountmanualshipto,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_customerpotype,19,"",1033,#MAI - MAIL (Manual entry),dow_customerpotype,dow_accountmanualshipto,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_customerpotype,20,"",1033,#TEL - TELEPHONE (Man.Entry,dow_customerpotype,dow_accountmanualshipto,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_customerpotype,21,"",1033,APO - APO,dow_customerpotype,dow_accountmanualshipto,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_customerpotype,22,"",1033,CCPR - Contr Customer Price,dow_customerpotype,dow_accountmanualshipto,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_customerpotype,23,"",1033,CDPR - Contr Distr Pricing,dow_customerpotype,dow_accountmanualshipto,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_customerpotype,24,"",1033,DFUE - By telecommunication,dow_customerpotype,dow_accountmanualshipto,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_customerpotype,25,"",1033,MUEN - Orally,dow_customerpotype,dow_accountmanualshipto,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_customerpotype,26,"",1033,SAGN - Grains - Sagnet,dow_customerpotype,dow_accountmanualshipto,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_customerpotype,27,"",1033,SCHR - Written,dow_customerpotype,dow_accountmanualshipto,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_customerpotype,1,"",1033,RORD - Repeat Order Entry (MSO),dow_customerpotype,dow_accountmanualproduct,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_customerpotype,2,"",1033,# - Manual,dow_customerpotype,dow_accountmanualproduct,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_customerpotype,3,"",1033,EEDI - EDI (via Elemica),dow_customerpotype,dow_accountmanualproduct,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_customerpotype,4,"",1033,EP2X - Print to XML-Elemica,dow_customerpotype,dow_accountmanualproduct,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_customerpotype,5,"",1033,EPDB - eCom PD Block,dow_customerpotype,dow_accountmanualproduct,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_customerpotype,6,"",1033,EVMI - VMI - Elemica,dow_customerpotype,dow_accountmanualproduct,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_customerpotype,7,"",1033,EXML - XML (via Elemica),dow_customerpotype,dow_accountmanualproduct,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_customerpotype,8,"",1033,XML - XML,dow_customerpotype,dow_accountmanualproduct,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_customerpotype,9,"",1033,IP2X - Internal PrintXML-El,dow_customerpotype,dow_accountmanualproduct,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_customerpotype,10,"",1033,WEBE - WEB Orders-External,dow_customerpotype,dow_accountmanualproduct,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_customerpotype,11,"",1033,WEBI - WEB Orders-Internal,dow_customerpotype,dow_accountmanualproduct,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_customerpotype,12,"",1033,ISS - MyA@DOW Sales Order,dow_customerpotype,dow_accountmanualproduct,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_customerpotype,13,"",1033,ISSR - InternalMyA@DowOrder,dow_customerpotype,dow_accountmanualproduct,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_customerpotype,14,"",1033,SCPT - Scripting,dow_customerpotype,dow_accountmanualproduct,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_customerpotype,15,"",1033,IPDB - Internal eComm PDBlk,dow_customerpotype,dow_accountmanualproduct,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_customerpotype,16,"",1033,EMAI - E-Mail,dow_customerpotype,dow_accountmanualproduct,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_customerpotype,17,"",1033,TELE - By telephone,dow_customerpotype,dow_accountmanualproduct,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_customerpotype,18,"",1033,#FAX - FAX (Manual entry),dow_customerpotype,dow_accountmanualproduct,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_customerpotype,19,"",1033,#MAI - MAIL (Manual entry),dow_customerpotype,dow_accountmanualproduct,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_customerpotype,20,"",1033,#TEL - TELEPHONE (Man.Entry,dow_customerpotype,dow_accountmanualproduct,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_customerpotype,21,"",1033,APO - APO,dow_customerpotype,dow_accountmanualproduct,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_customerpotype,22,"",1033,CCPR - Contr Customer Price,dow_customerpotype,dow_accountmanualproduct,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_customerpotype,23,"",1033,CDPR - Contr Distr Pricing,dow_customerpotype,dow_accountmanualproduct,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_customerpotype,24,"",1033,DFUE - By telecommunication,dow_customerpotype,dow_accountmanualproduct,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_customerpotype,25,"",1033,MUEN - Orally,dow_customerpotype,dow_accountmanualproduct,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_customerpotype,26,"",1033,SAGN - Grains - Sagnet,dow_customerpotype,dow_accountmanualproduct,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_customerpotype,27,"",1033,SCHR - Written,dow_customerpotype,dow_accountmanualproduct,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_entity,1,"",1033,Account,dow_entity,dow_attributecategory,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_entity,2,"",1033,Contact,dow_entity,dow_attributecategory,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_entity,3,"",1033,Opportunity,dow_entity,dow_attributecategory,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_area,100000000,"",1033,NAA,dow_regionoptionset,dow_attributecategoryvalue,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_area,100000001,"",1033,LAA,dow_regionoptionset,dow_attributecategoryvalue,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_area,100000002,"",1033,EMEAI,dow_regionoptionset,dow_attributecategoryvalue,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_area,100000003,"",1033,APAC,dow_regionoptionset,dow_attributecategoryvalue,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_fulfillmentsource,179920000,"",1033,OctoChem,dow_fulfillmentsource,dow_caseproduct,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_fulfillmentsource,179920001,"",1033,Chemical Marketing (CMC),dow_fulfillmentsource,dow_caseproduct,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_fulfillmentsource,179920002,"",1033,Sample Team,dow_fulfillmentsource,dow_caseproduct,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_fulfillmentsource,179920003,"",1033,Other,dow_fulfillmentsource,dow_caseproduct,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_uom,25,"",1033,BAG,dow_cigglobaluom,dow_caseproduct,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_uom,19,"",1033,BF,dow_cigglobaluom,dow_caseproduct,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_uom,8,"",1033,BG,dow_cigglobaluom,dow_caseproduct,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_uom,45,"",1033,BKT,dow_cigglobaluom,dow_caseproduct,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_uom,24,"",1033,BT,dow_cigglobaluom,dow_caseproduct,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_uom,26,"",1033,CAN,dow_cigglobaluom,dow_caseproduct,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_uom,1,"",1033,CF,dow_cigglobaluom,dow_caseproduct,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_uom,27,"",1033,CNS,dow_cigglobaluom,dow_caseproduct,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_uom,28,"",1033,CTD,dow_cigglobaluom,dow_caseproduct,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_uom,29,"",1033,CTN,dow_cigglobaluom,dow_caseproduct,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_uom,23,"",1033,DMT,dow_cigglobaluom,dow_caseproduct,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_uom,30,"",1033,DR,dow_cigglobaluom,dow_caseproduct,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_uom,21,"",1033,DST,dow_cigglobaluom,dow_caseproduct,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_uom,2,"",1033,EA,dow_cigglobaluom,dow_caseproduct,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_uom,31,"",1033,FT,dow_cigglobaluom,dow_caseproduct,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_uom,20,"",1033,GL,dow_cigglobaluom,dow_caseproduct,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_uom,33,"",1033,H,dow_cigglobaluom,dow_caseproduct,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_uom,44,"",1033,IBC,dow_cigglobaluom,dow_caseproduct,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_uom,34,"",1033,JER,dow_cigglobaluom,dow_caseproduct,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_uom,3,"",1033,KG,dow_cigglobaluom,dow_caseproduct,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_uom,35,"",1033,KIT,dow_cigglobaluom,dow_caseproduct,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_uom,4,"",1033,L,dow_cigglobaluom,dow_caseproduct,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_uom,9,"",1033,L9,dow_cigglobaluom,dow_caseproduct,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_uom,36,"",1033,LB,dow_cigglobaluom,dow_caseproduct,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_uom,5,"",1033,LBS,dow_cigglobaluom,dow_caseproduct,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_uom,37,"",1033,LF2,dow_cigglobaluom,dow_caseproduct,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_uom,22,"",1033,LMT,dow_cigglobaluom,dow_caseproduct,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
dow_uom,38,"",1033,LPR,dow_cigglobaluom,dow_caseproduct,2024-11-01 09:48:11,GlobalOptionsetMetadata,2024-11-01 09:48:11,GlobalOptionsetMetadata,false
